DIRETOR,ANO_MAIS_RECENTE,N_FILMES,PRESTIGIO_FESTIV,CITA_N_PAPERS,CITA_SOMA_CIT,CITA_MAX_CIT,CITA_VENUES
ANDRE WELLER,2014,12,,0.0,,,
ANDREA CASSOLA,2026,22,,0.0,,,
ANDREA LEVY BARRETO,2018,2,,0.0,,,
ANDREA MARIA SOBREIRA DE SANTANA,2019,1,,0.0,,,
ANDREA MIDORI SIMAO,2022,4,,0.0,,,
ANDREA PILAR MARRANQUIEL,2021,6,,0.0,,,
ANDREI MIRALHA PADILHA DUARTE,2025,8,,0.0,,,
ANDREIA BOATCHUCK,2021,8,,0.0,,,
ANDRES MAURICIO LIEBAN,2023,22,,0.0,,,
ANDRÃ LUIS DA SILVA MAROUÃO,2014,2,,0.0,,,
ANELISE RIESINGER DE SIDERMAN,2021,3,,0.0,,,
ANGELA PATRICIA REINIGER DE ASSIS FARIA,2022,4,,0.0,,,
ANGELISA STEIN,2023,2,,0.0,,,
ANGELO AUGUSTO RAVAZI,2023,3,,0.0,,,
ANGELO FERREIRA NUNES NETO,2025,5,,0.0,,,
ANIBAL MASSAINI NETO,2022,8,,0.0,,,
ANNA CLARA PELTIER DE QUEIROZ,2015,3,,0.0,,,
ANNA PAULA BARRETTO DA COSTA E SILVA,2018,10,,0.0,,,
ANNICK DE VRIES,2019,2,,0.0,,,
ANTONIA HERRERA OESTERHELD,2019,1,,0.0,,,
ANTONIMAR DE OLIVEIRA DOMINGUES,2017,1,,0.0,,,
ANTONIO CLEBIO VIRIATO RIBEIRO,2022,3,,0.0,,,
ANTONIO F. CORBETT ANDRADE PRADO,2005,1,,0.0,,,
ANTONIO FERNANDO CORBETT ANDRADE PRADO,2010,7,,0.0,,,
ANTONIO FLAVIO TABOSA PINHEIRO DE QUEIROZ LIMA LUCIO,2025,5,,0.0,,,
ANTONIO FRANCISCO ACHE DE ANDRADE,2022,33,,0.0,,,
ANTONIO GITAHY HAMBURGER,2023,6,,0.0,,,
ANTONIO MIGUEL GONÃALVES MENDES,2013,2,Oscar,0.0,,,
ANTONIO PEDRO VANZOLINI,2024,3,,0.0,,,
ANTONIO PEDRO VASCONCELOS,2008,1,,0.0,,,
ANTONIO ROSEMBERG DE MOURA,2023,17,,0.0,,,
ANTÃNIO DA ROCHA CUNHA FERREIRA,2023,3,,0.0,,,
ANTÃNIO MIGUEL GONÃALVES MENDES,2020,1,,0.0,,,
APOENA ALVES,2017,9,,0.0,,,
AQUILES LOPES DE OLIVEIRA,2026,7,,0.0,,,
ARAUCO HERNÃNDEZ HOLZ,2014,1,,0.0,,,
ARI NICOLOSI MOTA,2016,7,,0.0,,,
ARIANE PORTO COSTA RIMOLI,2024,15,,0.0,,,
ARIEL LUIZ SOUZA FERREIRA,2023,3,,0.0,,,
ARIELA DORF,2018,3,,0.0,,,
ARMANDO LUIZ ANTENORE,2022,1,,0.0,,,
ARMANDO PINTO PRACA NETO,2021,8,,0.0,,,
ARNALDO CLEMENTINO DE MORAIS GALVAO NETO,2022,15,,0.0,,,
ARTHUR RIBEIRO FRAZAO,2017,1,,0.0,,,
ARTHUR VERISSIMO WARREN,2023,3,,0.0,,,
ATILA FRAGOZO DA SILVA,2017,1,,0.0,,,
AUGUSTINHO PASKO,2026,21,,0.0,,,
AUGUSTO BARRA DO AMARAL,2025,48,,0.0,,,
AUGUSTO RAMOS BOZZETTI,2018,6,,0.0,,,
BARBARA ARRUDA CARNEIRO DA CUNHA,2024,11,,0.0,,,
BARBARA BARCIA WUENSCHE DE SOUZA,2023,5,,0.0,,,
BARBARA DE FREITAS KAHANE,2020,3,,0.0,,,
BARBARA MAIA DE MOURA,2020,5,,0.0,,,
BARBARA RAQUEL PAZ,2024,5,Oscar,0.0,,,
BARBARA SALGADO FERST HECKLER,2022,1,,0.0,,,
BARUCH BLUMBERG CARVALHO DE MATOS,2023,5,,0.0,,,
BEATRIZ FERREIRA LESSA,2024,6,,0.0,,,
BEATRIZ HELENA MONTEIRO DA SILVA THIELMANN,2005,1,,0.0,,,
BEATRIZ MOTTA ZUGLIANI,2024,3,,0.0,,,
BEATRIZ ROSENBERG,2023,6,,0.0,,,
BEATRIZ SEIGNEMARTIN DE PAULA LEITE,2020,4,,0.0,,,
BERNARDO DE MAGALHAES COUTINHO DUTRA,2017,1,,0.0,,,
BERNARDO DE MELLO BARRETO CARVALHO,2020,3,,0.0,,,
BERNARDO DE PAIVA BOSCOLI,2025,20,,0.0,,,
BERNARDO LEITE BARCELLOS,2018,1,,0.0,,,
BERNARDO MELO BARRETO,2014,5,,0.0,,,
BERNARDO PINHEIRO MOTA,2022,2,,0.0,,,
BETANIA VARGAS FURTADO,2024,7,,0.0,,,
BIANCA DE SOUZA MENDES COMPARATO,2019,1,,0.0,,,
BIANCA KAROL MORAES LENTI,2025,21,,0.0,,,
BIANCA SENNA LALLI NERY,2025,3,,0.0,,,
BRENDA MELO MORAES,2023,1,,0.0,,,
BRENNO REIS DIAS DE CASTRO,2014,4,,0.0,,,
BRENO AXEL FERREIRA GONÃALVES,2025,1,,0.0,,,
BRENO DINES COSTA,2023,1,,0.0,,,
BRENO LUIS MARCAL DA SILVEIRA,2020,19,,0.0,,,
BRENO MUNIZ MOREIRA,2025,6,,0.0,,,
BRENO SOARES FERREIRA,2025,10,,0.0,,,
BRUNA CARVALHO ALMEIDA,2023,4,,0.0,,,
BRUNA GHIZONI VIEIRA BIASOTTO,2021,5,,0.0,,,
BRUNA MARIANO LEONARDI,2025,7,,0.0,,,
BRUNA STEUDEL,2023,3,,0.0,,,
BRUNNA LABOISSIERE FERREIRA,2023,3,,0.0,,,
BRUNNO REGIS DE ARAUJO,2017,5,,0.0,,,
BRUNO BIAR MURTINHO BRAGA,2026,59,,0.0,,,
BRUNO BRAGA RANGEL VILLELA,2024,4,,0.0,,,
BRUNO CARBONI GODECKE,2025,6,,0.0,,,
BRUNO DUARTE GONCALVES,2023,7,,0.0,,,
BRUNO LAET ZECCHIN DE SOUZA,2024,8,,0.0,,,
BRUNO LEONARDO VALENTIM VEIGA NETO,2017,4,,0.0,,,
BRUNO LEVINSON,2025,13,,0.0,,,
BRUNO NUNES GONCALVES,2018,4,,0.0,,,
BRUNO PEREIRA FREITAS,2026,13,,0.0,,,
BRUNO RODRIGUES MARCONDES MACHADO,2019,1,,0.0,,,
BRUNO TINOCO TORRES,2017,4,,0.0,,,
CAETANO COSTA DA SILVA CURI,2019,10,,0.0,,,
CAETANO ROCHA CARUSO,2024,10,,0.0,,,
CAIO DE CAMPOS BAU,2025,4,,0.0,,,
CAIO FABRICIO ORTIZ JUNIOR,2022,7,,0.0,,,
CAIO NOGUEIRA COBRA VARAJAO,2021,7,,0.0,,,
CAIO PENIDO DALLA VECCHIA,2023,12,,0.0,,,
CAIO PRATI JOBIM,2024,9,,0.0,,,
CAIO RUBENS NAZARIO DE ALMEIDA,2019,6,,0.0,,,
CAIO TEDESCHI DE ANDRADE,2022,7,,0.0,,,
CALIXTO JOSE DE ARAUJO HAKIM,2023,6,,0.0,,,
CAMILA CARROSSINE MONTEOLIVA CARVALHO,2023,5,,0.0,,,
CAMILA KZAN,2023,3,,0.0,,,
CAMILA PITANGA MANHAES SAMPAIO,2017,1,,0.0,,,
CAMILA RUMPF,2024,5,,0.0,,,
CAMILO FERNANDES DE LIMA CAVALCANTI,2022,2,,0.0,,,
CANDIDA LUZ DE SOUZA LIBERATO,2021,1,,0.0,,,
CAREM CRISTINI NOBRE DE ABREU,2023,3,,0.0,,,
CARLA BARRETO DE BARROS,2025,11,,0.0,,,
CARLA FONSECA LAUDARI,2023,6,,0.0,,,
CARLA FRANCINE PEDROSA FERREIRA,2023,2,,0.0,,,
CARLA MARIA ALBUQUERQUE DE SA,2025,123,,0.0,,,
CARLO DONATO VANZAN MILANI,2026,20,,0.0,,,
CARLOS ALBERTO CIOCLER,2023,5,,0.0,,,
CARLOS ALBERTO DIEHL MACEDO,2014,2,,0.0,,,
CARLOS AMERICO ERRERIA CORTEZ,2016,5,,0.0,,,
CARLOS ANDRE CONSTANTIN,2025,25,,0.0,,,
CARLOS ANDRE STUDZINSKI SANTOS,2018,4,,0.0,,,
CARLOS DEMETRIO LAVAREDA GARCIA,2016,2,,0.0,,,
CARLOS EDUARDO CEZAR DE ANDRADE JUNIOR,2022,10,,0.0,,,
CARLOS EDUARDO MAGALHAES,2024,11,,0.0,,,
CARLOS EDUARDO MAGALHAES VIEIRA DE AGUIAR,2014,1,,0.0,,,
CARLOS EDUARDO MARCONDES,2005,1,,0.0,,,
CARLOS EDUARDO MARCONDES DE MACEDO ROCHA,2022,19,,0.0,,,
CARLOS EDUARDO MARCONDES DE MARCEDO ROCHA,2005,1,,0.0,,,
CARLOS EDUARDO MILANO BERNAL,2018,9,,0.0,,,
CARLOS HENRIQUE IOTTI,2019,1,,0.0,,,
CARLOS IMPERIO HAMBURGER,2018,13,,0.0,,,
CARLOS JOSE WILDO DEL PINO RODRIGUEZ,2022,3,,0.0,,,
CARLOS JULIANO MARCONDES E FERREIRA DE TOLEDO BARROS,2019,6,,0.0,,,
CARLOS MENEZES BALIU MONTEIRO,2018,1,,0.0,,,
CARLOS ROBERTO FRANKE,2019,1,,0.0,,,
CARLOS RODRIGO DIEHL,2024,2,,0.0,,,
CAROLINA COSTA SILVESTRIN,2022,2,,0.0,,,
CAROLINA CRISPIM BASTOS,2024,2,,0.0,,,
CAROLINA DE VASCONCELLOS MASSIERE,2023,1,,0.0,,,
CAROLINA DELAVY CHAGAS,2023,1,,0.0,,,
CAROLINA DO AMARAL GURGEL VIANNA,2014,1,,0.0,,,
CAROLINA FABIANA ARGAMIM GOUVEA,2023,1,,0.0,,,
CAROLINA FALCAO NOGUEIRA BRITTO,2024,2,,0.0,,,
CAROLINA MARKOWICZ BASTOS,2023,7,,0.0,,,
CAROLINA PAIVA VASCONCELLOS,2026,18,,0.0,,,
CAROLINA PEREIRA DE MENEZES,2023,9,,0.0,,,
CAROLINA ROXO NOBRE BARREIRA,2021,2,,0.0,,,
CAROLINA SA VASCONCELLOS,2024,10,,0.0,,,
CAROLINE ROCHA MENDONCA,2024,3,,0.0,,,
CASSANDRA PEREIRA DE OLIVEIRA,2021,5,,0.0,,,
CASSIA DIAN XAVIER,2025,10,,0.0,,,
CASSIO FERNANDES DE OLIVEIRA,2017,1,,0.0,,,
CAUE ANGELI RAMOS,2025,11,,0.0,,,
CAUE AUGUSTO MAIA BAPTISTA,2017,1,,0.0,,,
CAUE OLIVEIRA BRANDAO,2021,3,,0.0,,,
CECILIA AMADO COSTA,2025,13,,0.0,,,
CECILIA BRANDAO CORREA DE ARAUJO,2024,10,,0.0,,,
CEDRIC FANTI DE CARVALHO,2022,3,,0.0,,,
CELIA APARECIDA DE AZEVEDO,2017,1,,0.0,,,
CELIA CATUNDA SERRA,2025,48,,0.0,,,
CELIO FERREIRA DUTRA JUNIOR,2024,6,,0.0,,,
CELSO VENANCIO TEIXEIRA MACHADO,2021,4,,0.0,,,
CESAR AUGUSTO MENEGHETTI,2021,5,,0.0,,,
CESAR CAVELAGNA,2025,10,,0.0,,,
CESARIO DE MELLO FRANCO,2012,2,,0.0,,,
CEZAR AUGUSTO MONTEIRO MAIA,2024,9,,0.0,,,
CHEIKH T. SY,2023,1,,0.0,,,
CHIARINA MARIA BELOTO DO NASCIMENTO,2024,6,,0.0,,,
CHRISTIANA BUARQUE DE ALCAZAR,2025,3,,0.0,,,
CHRISTIANE MARIA SANTOS TORLONI,2018,1,,0.0,,,
CHRISTIANNE JATAHY DE ALMEIDA CARNEIRO,2011,1,,0.0,,,
CHRISTIANO APARECIDO TEIXEIRA,2025,8,,0.0,,,
CHRISTIANO RIBEIRO PEREIRA,2019,11,,0.0,,,
CIBELE AMARAL CORREIA,2026,9,,0.0,,,
CICERO ARAUJO ARAGON DOS SANTOS,2009,2,,0.0,,,
CINTIA DOMIT BITTAR,2026,11,,0.0,,,
CLARA CAVOUR PONTE,2021,16,,0.0,,,
CLARA DEAK LEONE,2023,4,,0.0,,,
CLARICE SALIBY DE SIMONI,2025,3,,0.0,,,
CLARISSA MOEBUS DE ALENCAR RAMALHO,2024,2,,0.0,,,
CLAUDIA CALABI,2024,3,,0.0,,,
CLAUDIA DA SILVEIRA ALVES,2020,12,,0.0,,,
CLAUDIA JOUVIN DE PAIVA,2021,3,,0.0,,,
CLAUDIA MARIA THIEBAUT FURIATI,2014,1,,0.0,,,
CLAUDIA PATRICIA CHAVEZ FUMAGALLI PINHEIRO,2025,4,,0.0,,,
CLAUDIA PRISCILLA ANDRADE GOIFMAN,2024,22,,0.0,,,
CLAUDIA REGINA DE ARAUJO ALVES,2022,4,,0.0,,,
CLAUDIO AFFONSO BECHTINGER MAC DOWELL,2008,5,,0.0,,,
CLAUDIO BITENCOURT AVILA,2024,32,,0.0,,,
CLAUDIO DE ARAUJO FERREIRA,2016,1,,0.0,,,
CLAUDIO DE ASSIS FERREIRA,2024,16,,0.0,,,
CLAUDIO DOMINGOS KAXINAWA,2023,2,,0.0,,,
CLAUDIO FAGUNDES,2025,19,,0.0,,,
CLAUDIO GONTIJO GUIMARAES,2025,13,,0.0,,,
CLAUDIO LOBATO SOARES SANTOS,2016,1,,0.0,,,
CLAUDIO MANOEL MASCARENHAS PIMENTEL DOS SANTOS,2020,4,,0.0,,,
CLAUDIO RENATO FERREIRA DA SILVA,2025,1,,0.0,,,
CLAUDIO ROBERTO ODRI,2017,1,,0.0,,,
CLAUDIO RODRIGUES BOECKEL,2023,13,,0.0,,,
CLEBER ALVES DA SILVA,2016,1,,0.0,,,
CLEBER BEZERRA SILVA SANTOS,2016,7,,0.0,,,
CLEISSON VIDAL LINHARES,2024,12,,0.0,,,
CLIVE GAVIN ANDREWS,2022,3,,0.0,,,
CLOVIS RHODEN,2025,9,,0.0,,,
CLOVIS VIEIRA DE MELLO JUNIOR,2019,3,,0.0,,,
COSME EDUARDO CRUZ DE OLIVEIRA,2024,6,,0.0,,,
CREUZA MARIA SALVIANO GRAVINA,2007,1,,0.0,,,
CRISTHYANE RIBEIRO MARTINS DA SILVA,2025,2,,0.0,,,
CRISTIAN HECTOR MAXIMILIANO URIBE LOPEZ,2018,1,,0.0,,,
CRISTIANA BERTAZZI LEVY,2023,2,,0.0,,,
CRISTIANA GRUMBACH BRONZ,2011,6,,0.0,,,
CRISTIANE D AMATO,2025,16,,0.0,,,
CRISTIANO FLORINDO COSTATO,2016,4,,0.0,,,
CRISTIANO FRANCO BURMESTER,2024,3,,0.0,,,
CRISTIANO SILVEIRA CHAUI,2017,2,,0.0,,,
CRISTIANO TORRES AZZI,2025,18,,0.0,,,
DACIA IBIAPINA DA SILVA,2025,4,,0.0,,,
DAGOBERTO LUDWIG SCHELIN,2018,1,,0.0,,,
DAINARA TOFFOLI SOARES,2023,14,,0.0,,,
DANIEL ALVES DA SILVA,2015,2,,0.0,,,
DANIEL ARAGAO CAVALCANTI,2025,6,,0.0,,,
DANIEL BANDEIRA ESPIRITO SANTO,2019,2,,0.0,,,
DANIEL BAROSA,2024,43,,0.0,,,
DANIEL BRANDI DO COUTO,2022,9,,0.0,,,
DANIEL CALIL CANCADO,2025,8,,0.0,,,
DANIEL CAMPANHA LISBOA,2024,10,,0.0,,,
DANIEL CAREZZATO DE ALMEIDA,2024,1,,0.0,,,
DANIEL CARVALHO DA SILVA,2023,1,,0.0,,,
DANIEL DA COSTA CASELLI,2016,4,,0.0,,,
DANIEL DAVID ROLAND PINTO,2017,1,,0.0,,,
DANIEL DE CARVALHO ALFAYA,2019,4,,0.0,,,
DANIEL DE CASTRO GONCALVES,2025,6,,0.0,,,
DANIEL DIAS GOI,2017,6,,0.0,,,
DANIEL FERNANDES BACCARO,2024,6,,0.0,,,
DANIEL FERRO DA SILVA,2025,81,,0.0,,,
DANIEL FROES SOUTO MAIOR,2023,1,,0.0,,,
DANIEL GONCALVES DA SILVA,2010,1,,0.0,,,
DANIEL KLAJMIC,2023,3,,0.0,,,
DANIEL LAGO ARAUJO,2021,1,,0.0,,,
DANIEL LAIMER DE ALMEIDA,2020,1,,0.0,,,
DANIEL LEITE ALMEIDA,2022,13,,0.0,,,
DANIEL LEITE DA SILVA,2017,3,,0.0,,,
DANIEL MENDES DE ARAUJO DANTAS,2024,1,,0.0,,,
DANIEL MESSIAS DE ARAUJO MELLO,2009,1,,0.0,,,
DANIEL MOREIRA DA SILVA,2024,2,,0.0,,,
DANIEL MORENO SANTANNA,2021,3,,0.0,,,
DANIEL ORLANDI MATTOS EDMUNDSON,2020,3,,0.0,,,
DANIEL PINHEIRO SILVA,2024,4,,0.0,,,
DANIEL POLETO GONCALVES,2025,1,,0.0,,,
DANIEL PRADO DA SILVA MELLO,2023,1,,0.0,,,
DANIEL REGADERA VERGES,2024,3,,0.0,,,
DANIEL RODRIGUES DA SILVA RIBEIRO,2025,16,,0.0,,,
DANIEL RODRIGUES SILVA,2014,3,,0.0,,,
DANIEL SALAROLI,2009,1,,0.0,,,
DANIEL SOARES DE ARAUJO NETTO,2017,2,,0.0,,,
DANIEL SOARES SALAROLI,2024,2,,0.0,,,
DANIEL TUCHE DE ALMEIDA,2013,2,,0.0,,,
DANIEL VIDAL MATTOS,2012,2,,0.0,,,
DANIEL ZARVOS GUINLE,2023,4,,0.0,,,
DANIELA DE FREITAS PEDROSA,2022,1,,0.0,,,
DANIELA FERNANDES JOSE ARBEX SOARES,2016,1,,0.0,,,
DANIELA PICARELLI DO AMARAL GURGEL,2023,12,,0.0,,,
DANIELE PRANDINI RICIERI,2023,1,,0.0,,,
DANILO ARAUJO MANTOVANI,2017,1,,0.0,,,
DANILO DAHER ALVARENGA,2019,2,,0.0,,,
DANILO GALINDO FERREIRA,2021,1,,0.0,,,
DANILO PONTES FERREIRA DE CARVALHO,2021,1,,0.0,,,
DANILO RIBEIRO DO VALLE,2018,1,,0.0,,,
DANILO SILVA FERREIRA BARREIRO,2020,1,,0.0,,,
DANILO STAEL CONCEICAO DOS SANTOS,2024,6,,0.0,,,
DANILO VICTOR FERREIRA DE OLIVEIRA,2020,1,,0.0,,,
DANNIEL FERNANDES BEZERRA DE MENEZES,2024,2,,0.0,,,
DARCY BURGER JUNIOR,2025,82,,0.0,,,
DARCY BURGUER JUNIOR,2006,1,,0.0,,,
DARIO RODRIGUES DE MENEZES JUNIOR,2026,3,,0.0,,,
DAVI DE OLIVEIRA PINHEIRO,2020,5,,0.0,,,
DAVID FELDON,2025,6,,0.0,,,
DAVID LAGO OBADIA,2023,8,,0.0,,,
DAVID LEANDRO VAZ,2019,2,,0.0,,,
DAVID REYNALDO KULLOCK,2021,3,,0.0,,,
DAYANE RODRIGUES BARBOSA,2025,7,,0.0,,,
DAYANE SENA DE SANTANA,2025,4,,0.0,,,
DAYSE PORTO DE SANTANA,2025,4,,0.0,,,
DEAN WALLACE LAW,2023,1,,0.0,,,
DEBORA MACOLA MAC DOWELL DE OLIVEIRA,2023,4,,0.0,,,
DEBORA MAMBER CZERESNIA,2022,1,,0.0,,,
DEBORAH BRENNAND DE SOUZA MENDES,2019,6,,0.0,,,
DECIO AUGUSTO LOPES DA SILVA,2025,19,,0.0,,,
DECIO PEREIRA DE MATOS JUNIOR,2015,5,,0.0,,,
DELVAIR MONTAGNER,2023,4,,0.0,,,
DENIA DE FATIMA CRUZ SCKAFF,2025,5,,0.0,,,
DENIS NIELSEN PATANE,2018,3,,0.0,,,
DENIS WRIGHT,2008,1,,0.0,,,
DENISLLAN TARCISIO FERREIRA DOS SANTOS,2025,2,,0.0,,,
DENISON ROBERTO RAMALHO,2018,4,,0.0,,,
DERMEVAL COUTINHO NETTO,2013,4,,0.0,,,
DERMEVAL NETTO,2008,1,,0.0,,,
DIEGO ALEXANDRE DA SILVA,2025,3,,0.0,,,
DIEGO ANDRADE RIVAS GUTIERREZ,2025,5,,0.0,,,
DIEGO APOLINARIO DA SILVA,2024,1,,0.0,,,
DIEGO BARATA ZANOTTI ONGARO,2024,5,,0.0,,,
DIEGO DA CONCEICAO SILVA,2019,3,,0.0,,,
DIEGO DADALT,2019,5,,0.0,,,
DIEGO DE GODOY,2005,1,,0.0,,,
DIEGO DE JESUS,2024,7,,0.0,,,
DIEGO DE LA TEXERA,2006,1,,0.0,,,
DIEGO DE MELLO REGO LOPES,2024,35,,0.0,,,
DIEGO DE MORAIS E SILVA,2025,5,,0.0,,,
DIEGO DI NIGLIO,2018,1,,0.0,,,
DIEGO FELIPE GUZMÃN RAMÃREZ,2023,1,,0.0,,,
DIEGO FERNÃNDEZ PUJOL,2021,1,,0.0,,,
DIEGO HENRIQUE DA SILVA,2017,3,,0.0,,,
DIEGO HOEFEL DE VASCONCELLOS,2022,3,,0.0,,,
DIEGO HURTADO DE MENDOZA,2021,2,,0.0,,,
DIEGO JOSE DA SILVA,2023,1,,0.0,,,
DIEGO LACERDA DA SILVA,2024,1,,0.0,,,
DIEGO LARA MACEIRAS,2020,18,,0.0,,,
DIEGO MARTINEZ VIGNATTI,2016,1,,0.0,,,
DIEGO MOURA BARRIOS,2020,2,,0.0,,,
DIEGO MUSARRA DOIMO,2023,4,,0.0,,,
DIEGO OTNIEL FLORENTINO,2024,11,,0.0,,,
DIEGO RODRIGUES DA SILVA,2025,5,,0.0,,,
DIEGO ROMERO DE GODOY,2021,13,,0.0,,,
DIEGO SCARPARO BARBIERI,2023,3,,0.0,,,
DIEGO VIANA DA SILVA,2024,1,,0.0,,,
DIEGO VIEIRA DA SILVA,2021,4,,0.0,,,
DIEGO YAMAGUTI DA SILVA,2020,1,,0.0,,,
DILEA FRATE,2018,4,,0.0,,,
DILLNER GUSTAVO GOMES DA SILVA,2018,1,,0.0,,,
DIOGENES ADOLPHO PEREZ MUNIZ,2022,3,,0.0,,,
DIOGO DE FREITAS CAVOUR,2022,2,,0.0,,,
DIOGO LOUZADA DE MATOS,2023,4,,0.0,,,
DIOGO OLIVEIRA CAMPOS NETO,2024,4,,0.0,,,
DIOGO PEREIRA VIEGAS,2024,4,,0.0,,,
DIOSMAR MARCELINO DE SANTANA FILHO,2021,1,,0.0,,,
DJACIRA MAIA DE OLIVEIRA,2018,1,,0.0,,,
DOMINGOS JOSE SOARES DE OLIVEIRA,2023,24,,0.0,,,
DONALD KENT,2019,1,,0.0,,,
DOUGLAS DUARTE MENHINICK,2025,5,,0.0,,,
DOURIVAL GERALDO DE MOURA NETO,2022,6,,0.0,,,
DYEGO BARBOSA FIGUEIREDO SILVA,2019,1,,0.0,,,
EDGAR DE LUQUE JÃCOME,2023,1,,0.0,,,
EDGAR PÃRA,2019,1,,0.0,,,
EDGARD CAMINHA DE MIRANDA SILVA,2023,12,,0.0,,,
EDISON TADAO MIAQUI,2018,6,,0.0,,,
EDNA MARCIA DA SILVA MONTEIRO,2020,1,,0.0,,,
EDNILSON MORETTI,2011,2,,0.0,,,
EDSON ROBERTO DO NASCIMENTO,2021,2,,0.0,,,
EDSON SOARES DO NASCIMENTO,2025,9,,0.0,,,
EDSON SPINELLO,2025,11,,0.0,,,
EDUARDO ADES MORAES,2023,7,,0.0,,,
EDUARDO ARANTES BARCELLOS CORREA,2024,10,,0.0,,,
EDUARDO BAPTISTA DE AMORIM,2019,1,,0.0,,,
EDUARDO CONSONI,2022,9,,0.0,,,
EDUARDO DIOGO SALLOUTI,2019,5,,0.0,,,
EDUARDO ESCOREL DE MORAES,2024,24,,0.0,,,
EDUARDO FELISTOQUE,2025,24,,0.0,,,
EDUARDO HENRIQUE LEON CHAUVET,2024,7,,0.0,,,
EDUARDO HENRIQUE MOROTO DE OLIVEIRA,2020,6,,0.0,,,
EDUARDO JUNG VIANNA,2019,2,,0.0,,,
EDUARDO KISHIMOTO,2020,8,,0.0,,,
EDUARDO LEVY SOBREIRA,2014,13,,0.0,,,
EDUARDO RAMOS QUIRINO,2016,9,,0.0,,,
EDUARDO RIBEIRO BASSI,2023,18,,0.0,,,
EDUARDO VARANDAS ARARUNA,2020,1,,0.0,,,
EDUARDO VEGA CABEDA,2018,1,,0.0,,,
EDUARDO WANNMACHER,2020,13,,0.0,,,
EDUARDO ZUNZARREN MEGALE,2017,13,,0.0,,,
EDVER HAZIM SILVA,2024,2,,0.0,,,
EKATERINA MYKAELA MOTA PLOTKIN,2024,5,,0.0,,,
ELEN LINTH MARQUES DANTAS,2019,12,,0.0,,,
ELIANE PORTABALES GUIMARAES,2016,1,,0.0,,,
ELIAS DE SOUZA GUERRA FERREIRA DE CASTRO,2024,1,,0.0,,,
ELIR HENRIQUES DE MENDONCA FILHO,2025,23,,0.0,,,
ELISA ELIASH,2023,1,,0.0,,,
ELISA PESSOA XAVIER,2023,1,,0.0,,,
ELIZA RIBEIRO CAPAI,2024,9,Berlim,0.0,,,
ELIZABETE MARTINS CAMPOS,2025,5,,0.0,,,
ELIZABETH MENDES BENTANCOUR SENA,2021,8,,0.0,,,
ELIZABETH VERSIANI FORMAGGINI,2023,6,,0.0,,,
ELOI PIRES FERREIRA,2019,6,,0.0,,,
ELZA MARIA DA SILVA CATALDO,2025,13,,0.0,,,
ELZA SOARES DA SILVA,2025,1,,0.0,,,
EMERSON DE ALMEIDA,2019,4,,0.0,,,
EMERSON DE OLIVEIRA CARDOSO,2023,2,,0.0,,,
EMERSON GONTIJO PENHA,2023,4,,0.0,,,
EMERSON SANTOS DE ALMEIDA,2025,3,,0.0,,,
EMILIA ROSA DE ALMEIDA SILVEIRA,2024,12,,0.0,,,
EMILIANO RIBEIRO DE ALMEIDA NETO,2013,4,,0.0,,,
EMILIO GALLO,2010,5,,0.0,,,
EMILIO HUCS GALLO,2025,22,,0.0,,,
EMILIO MAILLE ITURBE,2019,1,,0.0,,,
EMILIO MAILLÃ ITURBE,2019,1,,0.0,,,
EMILIO ROBERTO DE SOUZA DOMINGOS,2025,14,,0.0,,,
EMMANUELLE DE RIEDMATTEN,2006,1,,0.0,,,
ENNIO TORRESAN JUNIOR,2023,2,,0.0,,,
ENRIQUE FERNÃNDEZ,2008,1,,0.0,,,
EPAMINONDAS XAVIER GRACINDO,2008,1,,0.0,,,
ERIC LAURENCE DE ARAUJO LOIOLA,2021,8,,0.0,,,
ERIC MARDOCHE BELHASSEN,2025,7,,0.0,,,
ERICA MARIA ROCHA SANTOS,2022,3,,0.0,,,
ERICO CAMPOS RASSI,2024,11,,0.0,,,
ERIKA BAUER DE OLIVEIRA,2012,5,,0.0,,,
ERIKA BRANDAO MONTEIRO DA COSTA,2013,1,,0.0,,,
ERNANI PIO DA COSTA NUNES JUNIOR,2025,10,,0.0,,,
ERNEST GODIN,2019,2,,0.0,,,
ERYK ARUAC GAITAN ROCHA,2025,23,,0.0,,,
ESPÃLIO DE PAULO THIAGO FERREIRA PAES DE OLIVEIRA,2019,18,,0.0,,,
ESTEVAO CIAVATTA PANTOJA FRANCO,2023,42,,0.0,,,
ESTEVAO OLIMPIO SILVEIRA DE QUEIROGA,2025,7,,0.0,,,
EUCLYDES MARINHO DE OLIVEIRA,2007,1,,0.0,,,
EVA PEREIRA DA SILVA,2024,3,,0.0,,,
EVERSON JOSE FAGANELLO,2025,11,,0.0,,,
EWERTON BELICO DE SOUSA,2019,1,,0.0,,,
FABIAN CANTIERI DE FREITAS,2022,1,,0.0,,,
FABIANA WERNECK BARCINSKI,2024,2,,0.0,,,
FABIO AUGUSTO DAHER VIANNA,2024,4,,0.0,,,
FABIO AUGUSTO MATHEUS DE MENDONCA,2019,9,,0.0,,,
FABIO AUGUSTO MEIRA DE SOUSA,2025,10,,0.0,,,
FABIO BORGES PEREIRA,2015,3,,0.0,,,
FABIO CIABATTARI DI FIORE,2025,6,,0.0,,,
FABIO DE BARROS LEAL,2022,4,,0.0,,,
FABIO ETIENNE MARCIANO BURTIN,2020,1,,0.0,,,
